1.1 a,1.1 b,1.2 b,1.3 b,2.1 b,2.2 b,2.3 b,3.1b,3.2 b,3.3 b,4 b 
414,4.9,3.6,0,2.5,0.4,0,7.2,13.2,49.4,0
415,4.9,3.6,0,2.4,0.4,0,7.2,13.2,49.4,0
416,5,3.7,0,2.4,0.4,0,7.2,13.2,49.4,0
417,4.9,3.6,0,2.4,0.4,0,7.2,13.2,49.4,0
418,4.9,3.5,0,2.3,0.4,0,7.2,13.2,49.4,0
419,4.9,3.4,0,2.3,0.4,0,7.2,13.2,49.3,0
420,4.9,3.6,0,2.2,0.4,0,7.2,13.2,49.3,0
421,4.8,3.5,0,1.9,0.4,0,7.2,13.2,49.3,0
422,4.8,3.4,0,1.7,0.4,0,7.2,13.2,49.3,0
423,4.8,3.3,0,1.7,0.4,0,7.2,13.2,49.3,0
424,4.8,3.5,0,1.6,0.4,0,7.2,13.2,49.3,0
425,4.8,3.4,0,1.6,0.4,0,7.2,13.2,49.3,0
426,4.8,3.3,0,1.7,0.4,0,7.2,13.2,49.3,0
427,4.8,3.3,0,2,0.4,0,7.2,13.2,49.4,0
428,4.8,3.3,0,1.7,0.4,0,7.2,13.2,49.3,0
429,4.8,3.3,0,1.6,0.4,0,7.2,13.2,49.3,0
430,4.8,3.3,0,1.6,0.4,0,7.2,13.2,49.4,0
431,4.7,3.3,0,1.6,0.4,0,7.2,13.2,49.4,0
432,4.7,3.3,0,1.6,0.4,0,7.2,13.2,49.4,0
433,4.7,3.3,0,1.5,0.4,0,7.2,13.2,49.4,0
434,4.7,3.3,0,1.1,0.4,0,7.2,13.2,49.4,0
435,4.7,3.3,0,0.9,0.4,0,7.2,13.2,49.4,0
436,4.7,3.3,0,0.7,0.4,0,7.2,13.3,49.5,0
437,4.7,3.2,0,0.7,0.4,0,7.2,13.3,49.4,0
438,4.6,3.2,0,0.6,0.4,0,7.2,13.3,49.5,0
439,4.5,3.2,0,0.4,0.4,0,7.2,13.3,49.4,0
440,4.5,3.2,0,0.4,0.4,0,7.2,13.3,49.4,0
441,4.5,3.2,0,0.4,0.4,0,7.2,13.3,49.4,0
442,4.5,3.2,0,0.4,0.4,0,7.2,13.3,49.4,0
443,4.4,3.2,0,0.4,0.4,0,7.2,13.3,49.4,0
444,4.4,3.2,0,0.4,0.4,0,7.2,13.3,49.5,0
445,4.4,3.2,0,0.4,0.4,0,7.2,13.3,49.6,0
446,4.3,3.2,0,0.4,0.4,0,7.2,13.3,49.6,0
447,4.1,3.2,0,0.5,0.4,0,7.2,13.3,49.5,0
448,4.5,3.1,0.2,0.8,0.4,0,7.6,13.4,49.7,0.1
449,4.4,3.1,0.1,0.7,0.4,0,7.2,13.3,49.6,0
450,4.4,3.1,0,0.7,0.4,0,7.2,13.3,49.6,0
451,4.3,3.1,0,0.7,0.4,0,7.2,13.2,49.5,0
452,4.3,3.1,0,0.7,0.4,0,7.2,13.3,49.6,0
453,4.1,3,0,0.7,0.4,0,7.2,13.3,49.6,0
454,4.1,3,0,0.7,0.4,0,7.2,13.3,49.6,0
455,4.1,2.9,0,0.8,0.4,0,7.2,13.3,49.6,0
456,4.1,2.9,0,0.7,0.4,0,7.2,13.3,49.6,0
457,4,2.9,0,0.7,0.4,0,7.2,13.2,49.6,0
458,4,2.9,0,0.5,0.4,0,7.2,13.2,49.6,0
459,4,2.9,0,0.5,0.4,0,7.2,13.2,49.5,0
460,4.1,2.9,0,0.5,0.4,0,7.2,13.3,49.5,0
461,4.1,2.9,0,0.5,0.4,0,7.2,13.2,49.5,0
462,4.1,2.9,0,0.5,0.4,0,7.2,13.2,49.6,0
463,4.2,2.9,0,0.5,0.4,0,7.2,13.2,49.6,0
464,4.1,2.9,0,0.4,0.4,0,7.2,13.2,49.6,0
465,4.1,2.9,0,0.4,0.4,0,7.2,13.3,49.6,0
466,4.1,2.9,0,0.4,0.4,0,7.2,13.3,49.6,0
467,4.1,2.9,0,0.4,0.4,0,7.2,13.2,49.6,0
468,4.1,2.9,0,0.4,0.4,0,7.2,13.3,49.6,0
469,4,2.9,0,0.4,0.4,0,7.2,13.3,49.6,0
470,4,2.9,0,0.4,0.4,0,7.2,13.2,49.6,0
471,4,2.9,0,0.4,0.4,0,7.2,13.2,49.7,0
472,4,2.9,0,0.3,0.8,0,7.2,13.3,49.7,0
473,4,2.9,0,0.3,0.8,0,7.2,13.3,49.6,0
474,4,2.9,0,0.2,0.8,0,7.2,13.3,49.6,0
475,4,2.9,0,0.2,0.8,0,7.2,13.3,49.6,0
476,4,2.9,0,0.2,0.8,0,7.2,13.3,49.7,0
477,4,2.9,0,0.1,0.8,0,7.2,13.3,49.6,0
478,4,2.9,0,0.1,0.8,0,7.2,13.3,49.6,0
479,3.9,2.8,0,0.1,0.8,0,7.2,13.3,49.6,0
480,3.8,2.9,0,0,0.8,0,7.6,13.3,49.6,0
481,3.7,2.9,0,0,0.8,0,7.6,13.3,49.6,0
482,3.7,2.9,0,0,0.8,0,7.6,13.3,49.6,0
483,3.7,2.9,0,0,0.8,0,7.6,13.3,49.6,0
484,3.7,2.9,0,0,0.8,0,7.6,13.3,49.7,0
485,3.6,2.9,0,0,0.8,0,7.6,13.3,49.6,0
486,3.6,2.9,0,0,0.8,0,7.6,13.3,49.7,0
487,3.6,2.9,0,0,0.8,0,7.6,13.3,49.6,0
488,3.6,2.9,0,0,0.8,0,7.6,13.3,49.7,0
489,3.6,2.8,0,0,0.8,0,7.6,13.3,49.6,0
490,3.6,2.8,0,0,0.8,0,7.6,13.3,49.6,0
491,3.6,2.8,0,0,0.8,0,7.6,13.3,49.7,0
492,3.6,2.8,0,0,0.8,0,7.6,13.3,49.7,0
493,3.6,2.8,0,0,0.8,0,7.6,13.3,49.6,0
494,3.5,2.8,0,0,0.8,0,7.6,13.3,49.6,0
495,3.5,2.8,0,0,0.8,0,7.6,13.3,49.6,0
496,3.5,2.8,0,0,0.8,0,7.6,13.3,49.7,0
497,3.5,2.8,0,0,0.8,0,7.6,13.3,49.6,0
498,3.6,2.8,0,0,0.8,0,7.6,13.3,49.7,0
499,3.5,2.8,0,0,0.8,0,7.6,13.3,49.7,0
500,3.5,2.8,0,0,0.8,0,7.6,13.3,49.8,0
501,3.4,2.8,0,0,0.8,0,7.6,13.3,49.7,0
502,3.5,2.8,0,0,0.8,0,7.6,13.3,49.8,0
503,3.5,2.8,0,0,0.8,0,7.6,13.3,49.9,0
504,3.5,2.8,0,0,0.4,0,7.6,13.4,49.9,0
505,3.5,2.8,0,0,0.4,0,7.6,13.4,49.8,0
506,3.5,2.8,0,0,0.4,0,7.6,13.4,49.8,0
507,3.5,2.9,0,0,0.4,0,7.6,13.3,49.8,0
508,3.5,2.9,0,0,0.4,0,7.6,13.3,49.9,0
509,3.5,2.9,0,0,0.4,0,7.6,13.3,49.8,0
510,3.4,2.9,0,0,0.8,0,7.6,13.3,49.8,0
511,3.4,2.9,0,0,0.4,0,7.6,13.3,49.8,0
512,3.4,3.2,0.2,0.2,0.8,0,8,13.6,50,0.2
513,3.3,3.1,0,0.1,0.8,0,8,13.5,49.9,0
514,3.3,3.1,0,0.1,0.8,0,8,13.5,49.9,0
515,3.3,3.1,0,0.1,0.4,0,8,13.4,49.8,0
516,3.3,3.1,0,0.1,0.4,0,8,13.4,49.8,0
517,3.3,3,0,0,0.4,0,8,13.4,49.8,0
518,3.3,3,0,0,0.4,0,8,13.4,49.8,0
519,3.3,3,0,0,0.4,0,8,13.4,49.8,0
520,3.3,3,0,0,0.4,0,8,13.4,49.8,0
521,3.3,3,0,0,0.4,0,8,13.4,49.7,0
522,3.3,3,0,0,0.4,0,8,13.4,49.8,0
523,3.3,3,0,0,0.4,0,8,13.4,49.7,0
524,3.3,3,0,0,0.4,0,8,13.4,49.7,0
525,3.3,3,0,0,0.4,0,8,13.4,49.7,0
526,3.3,3,0,0,0.4,0,8,13.4,49.7,0
527,3.3,3.1,0,0,0.4,0,8,13.4,49.7,0
528,3.3,3.2,0,0,0.4,0,8,13.4,49.7,0
529,3.3,3.3,0,0,0.4,0,8,13.4,49.7,0
530,3.3,3.3,0,0,0.4,0,8,13.4,49.7,0
531,3.2,3.2,0,0,0.4,0,8,13.4,49.6,0
532,3.2,3.4,0,0,0.4,0,8,13.4,49.6,0
533,3.2,3.4,0,0,0.4,0,8,13.4,49.6,0
534,3.2,3.6,0,0,0.4,0,8,13.4,49.6,0
535,3.2,3.7,0,0,0.4,0,8,13.4,49.7,0
536,3.3,3.7,0,0,0.4,0,8,13.4,49.7,0
537,3.3,3.7,0,0,0.4,0,8,13.4,49.7,0
538,3.3,3.7,0,0,0.4,0,8,13.4,49.7,0
539,3.3,3.4,0,0,0.4,0,8,13.4,49.7,0
540,3.3,3.5,0,0,0.4,0,8,13.4,49.7,0
541,3.3,3.5,0,0,0.4,0,8,13.4,49.7,0
542,3.3,3.7,0,0,0.4,0,8,13.4,49.7,0
543,3.3,3.7,0,0,0.4,0,8,13.4,49.8,0
544,3.3,3.7,0,0,0.4,0,8,13.4,49.8,0
545,3.3,3.7,0,0,0.4,0,8,13.4,49.7,0
546,3.3,3.8,0,0,0.4,0,8,13.4,49.7,0
547,3.3,3.9,0,0,0.4,0,8,13.4,49.8,0
548,3.3,4,0,0,0.4,0,8,13.4,49.8,0
549,3.3,4,0,0,0.4,0,8,13.4,49.8,0
550,3.3,4,0,0,0.4,0,8,13.4,49.7,0
551,3.3,4,0,0,0.4,0,8,13.4,49.7,0
552,3.3,4,0,0,0.4,0,8,13.4,49.7,0
553,3.3,4,0,0,0.4,0,8,13.4,49.7,0
554,3.3,4,0,0,0.4,0,8,13.4,49.7,0
555,3.3,4,0,0,0.4,0,8,13.4,49.8,0
556,3.3,4,0,0,0.4,0,8,13.4,49.7,0
557,3.3,4,0,0,0.4,0,8,13.4,49.7,0
558,3.3,4.3,0,0,0.4,0,8,13.4,49.8,0
559,3.3,4.3,0,0,0.4,0,8,13.4,49.8,0
560,3.3,4.3,0,0,0.8,0,8,13.4,49.8,0
561,3.3,4.4,0,0,0.8,0,8,13.4,49.8,0
562,3.3,4.5,0,0,0.4,0,8,13.4,49.8,0
563,3.3,4.5,0,0,0.4,0,8,13.4,49.8,0
564,3.3,4.3,0,0,0.4,0,8,13.4,49.8,0
565,3.3,4.4,0,0,0.4,0,8,13.4,49.8,0
566,3.3,4.4,0,0,0.4,0,8,13.4,49.9,0
567,3.3,4.4,0,0,0.4,0,8,13.4,49.8,0
568,3.3,4.5,0,0,0.4,0,8,13.4,49.9,0
569,3.3,4.6,0,0,0.4,0,8,13.4,49.8,0
570,3.3,4.7,0,0,0.4,0,8,13.5,49.8,0
571,3.3,4.8,0,0,0.4,0,8,13.4,49.8,0
572,3.3,4.8,0,0,0.4,0,8,13.4,49.9,0
573,3.3,4.8,0,0,0.4,0,8,13.4,49.9,0
574,3.3,4.8,0,0,0.4,0,8,13.4,49.8,0
575,3.3,4.8,0,0,0.4,0,8,13.4,49.8,0
576,3.7,4.9,0.3,0.3,0.8,0.4,8,13.6,50,0.2
577,3.7,4.9,0.3,0.2,0.4,0.4,8,13.6,49.8,0.2
578,3.7,4.9,0.2,0.2,0.4,0.4,8,13.6,49.8,0.1
579,3.7,4.9,0.1,0.2,0.4,0.4,8,13.5,49.8,0
580,3.6,4.9,0.1,0.1,0.4,0.4,8,13.5,49.8,0
581,3.6,4.9,0,0.1,0.4,0.4,8,13.5,49.8,0
582,3.6,4.9,0,0.1,0.4,0,8,13.5,49.8,0
583,3.6,4.9,0,0.1,0.4,0,8,13.5,49.8,0
584,3.6,5,0,0.1,0.4,0,8,13.5,49.9,0
585,3.6,5,0,0.1,0.4,0,8,13.5,49.8,0
586,3.6,5,0,0.1,0.4,0,8,13.5,49.8,0
587,3.6,5,0,0,0.4,0,8,13.5,49.7,0
588,3.6,5.4,0,0,0.4,0,8,13.5,49.8,0
589,3.6,5.5,0,0,0.4,0,8,13.5,49.7,0
590,3.7,5.6,0,0,0.4,0,8,13.5,49.8,0
591,3.7,5.4,0,0,0.4,0,8,13.5,49.8,0
592,3.7,5.4,0,0,0.4,0,8,13.5,49.9,0
593,3.7,5.4,0,0,0.4,0,8,13.5,49.8,0
594,3.7,5.4,0,0,0.4,0,8,13.5,49.9,0
595,3.7,5.4,0,0,0.4,0,8,13.5,49.8,0
596,3.7,5.4,0,0,0.4,0,8,13.5,49.8,0
597,3.7,5.4,0,0,0.4,0,8,13.5,49.8,0
598,3.8,5.4,0,0,0.4,0,8,13.5,49.8,0
599,3.9,5.3,0,0,0.4,0,8,13.5,49.8,0
600,4.3,5.3,0,0,0.4,0,8,13.5,49.9,0
601,4.3,5.2,0,0,0.4,0,8,13.5,49.8,0
602,4.3,5,0,0,0.4,0,8,13.6,49.8,0
603,4.3,5.1,0,0,0.4,0,8,13.5,49.8,0
604,4.3,5.4,0,0,0.4,0,8,13.5,49.8,0
605,4.2,5.6,0,0,0.4,0,8,13.5,49.7,0
606,4.4,5.6,0,0,0.8,0,8,13.5,49.8,0
607,4.4,5.5,0,0,0.4,0,8,13.5,49.8,0
608,4.3,5.5,0,0,0.4,0,8,13.5,49.9,0
609,4.4,5.4,0,0,0.4,0,8,13.5,49.8,0
610,4.4,5.3,0,0,0.4,0,8,13.5,49.9,0
611,4.5,5.1,0,0,0.4,0,8,13.5,49.8,0
612,4.5,5,0,0,0.8,0,8,13.5,49.9,0
613,4.5,4.8,0,0,0.4,0,8,13.5,49.8,0
614,4.7,4.8,0,0,0.4,0,8,13.6,49.8,0
615,4.6,4.8,0,0,0.4,0,8,13.6,49.7,0
616,4.9,4.8,0,0,0.4,0,8,13.6,49.8,0
617,4.9,4.8,0,0,0.4,0,8,13.5,49.8,0
618,5,4.8,0,0,0.8,0,8,13.5,49.8,0
619,4.8,4.8,0,0,0.4,0,8,13.5,49.9,0
620,5.2,4.8,0,0,0.4,0,8.4,13.6,49.9,0
621,5.2,4.8,0,0,0.4,0,8,13.5,49.9,0
622,5.2,4.8,0,0,0.4,0,8,13.6,49.9,0
623,5.2,4.8,0,0,0.4,0,8,13.6,49.8,0
624,5.2,4.8,0,0,0.4,0,8,13.6,49.8,0
625,5.3,4.8,0,0,0.4,0,8,13.5,49.8,0
626,5.3,4.8,0,0,0.4,0,8,13.5,49.7,0
627,5.4,4.6,0,0,0.4,0,8,13.5,49.8,0
628,5.5,4.6,0,0,0.4,0,8.4,13.6,49.9,0
629,5.6,4.5,0,0,0.4,0,8,13.6,49.8,0
630,5.6,4.5,0,0,0.4,0,8,13.5,49.8,0
631,5.6,4.5,0,0,0.4,0,8,13.5,49.8,0
632,5.6,4.3,0,0,0.4,0,8,13.6,49.9,0
633,6.1,4.4,0,0,0.4,0,8,13.6,49.8,0
634,6.4,4.4,0,0,0.4,0,8,13.6,49.8,0
635,6.6,4.4,0,0,0.4,0,8,13.6,49.9,0
636,6.8,4.5,0,0,0.4,0,8,13.6,49.9,0
637,6.7,4.4,0,0,0.8,0,8,13.6,49.9,0
638,6.5,4.4,0,0,0.8,0,8,13.6,49.9,0
639,6.9,4.4,0,0,0.8,0,8,13.6,49.9,0
640,7,4.4,0.4,0.4,0.8,0,8,13.7,50.1,0.3
641,7,4.2,0.2,0.3,0.8,0,8,13.6,50,0.1
642,7,4.3,0.2,0.3,0.8,0,8,13.6,50,0
643,7,4.2,0.2,0.2,0.8,0,8,13.6,49.9,0
644,6.9,4.2,0.1,0.2,0.8,0,8,13.6,49.8,0
645,6.8,4.1,0.1,0.1,0.8,0,8,13.6,49.8,0
646,7,4,0,0.1,0.8,0,8,13.6,49.9,0
647,7.2,4,0,0.1,0.8,0,8,13.6,49.8,0
648,7.3,4,0,0.1,0.8,0,8,13.6,49.9,0
649,7.6,4.2,0,0.1,0.8,0,8,13.6,49.9,0
650,7.6,4.2,0,0.1,0.8,0,8,13.6,49.9,0
651,7.6,4,0,0.1,0.8,0,8,13.6,49.9,0
652,7.6,4,0,0.1,0.8,0,8,13.6,50,0
653,7.6,4,0,0.1,0.8,0,8,13.6,49.9,0
654,8,4,0,0.1,0.8,0,8,13.6,49.9,0
655,8.4,4,0,0.1,0.8,0,8,13.6,49.9,0
656,8,4,0,0.1,0.8,0,8,13.6,49.9,0
657,7.8,4,0,0.1,0.4,0,8,13.6,49.9,0
658,8.2,4,0,0,0.4,0,8.4,13.6,49.9,0
659,8.2,4,0,0,0.8,0,8,13.6,49.9,0
660,8,4,0,0,0.8,0,8,13.6,49.9,0
661,8,4,0,0,0.8,0,8,13.6,49.9,0
662,8,3.8,0,0,0.8,0,8,13.6,49.9,0
663,8.5,3.8,0,0,0.8,0,8,13.6,49.9,0
664,8.4,3.8,0,0,0.8,0,8.4,13.6,49.9,0
665,8.5,3.7,0,0,0.8,0,8.4,13.6,50,0
666,9.2,3.4,0,0,0.8,0,8.4,13.6,50,0
667,9.3,3.3,0,0,0.8,0,8.4,13.6,50,0
668,9.7,3.4,0,0,0.8,0,8.8,13.6,50,0
669,9.7,3.5,0,0,0.8,0,8.4,13.6,50,0
670,10.1,3.4,0,0,0.8,0,8,13.6,50,0
671,10.4,3.4,0,0,0.8,0,8.4,13.6,50,0
672,10.1,3.4,0,0,0.8,0,8.4,13.6,50,0
673,9.7,3.5,0,0,0.8,0,8,13.6,49.9,0
674,10,3.5,0,0,0.8,0,8.4,13.6,49.9,0
675,10.4,3.4,0,0,0.8,0,8,13.6,49.9,0
676,10,3.7,0,0,0.8,0,8.4,13.6,49.9,0
677,9.6,3.7,0,0,0.8,0,8.4,13.6,49.9,0
678,9.6,3.6,0,0,0.8,0,8.4,13.6,50,0
679,9.7,3.3,0,0.1,0.8,0,8.4,13.6,49.9,0
680,10,3.3,0,0.1,0.8,0,8.4,13.6,49.9,0
681,10.4,3.3,0,0.1,0.8,0,8.4,13.6,49.9,0
682,10.1,3.4,0,0.1,1.2,0,8.8,13.6,50,0
683,9.8,3.4,0,0.1,1.2,0,8.8,13.6,50,0
684,10.1,3.3,0,0.1,1.6,0,8.8,13.6,50,0
685,10.6,3.3,0.2,0.1,2,0,8.8,13.6,50,0
686,11,3.4,0.2,0.1,2,0,8.8,13.6,50,0
687,11.3,3.4,0.3,0.1,2.4,0,8.8,13.6,49.9,0
688,11.7,3.5,0.3,0.1,2.4,0,8.8,13.6,50,0
689,11.7,3.5,0.3,0.1,2.4,0.4,8.8,13.6,50,0
690,12.1,3.5,0.4,0.1,2.4,0.8,8.8,13.6,50,0
691,12.4,3.6,0.4,0.1,2.4,1.2,8.8,13.6,50,0
692,12.4,3.7,0.4,0.1,2.4,1.2,8.8,13.6,50.1,0
693,13,3.7,0.4,0.1,2.4,1.2,8.8,13.6,50,0
694,13.3,3.8,0.4,0.1,2.4,1.6,8.8,13.6,50.1,0
695,13.3,3.8,0.4,0.1,2.4,1.6,8.8,13.6,50,0
696,12.9,4,0.4,0.1,2.4,2,8.8,13.6,50,0
697,12.6,4,0.5,0.1,2.4,2,8.8,13.6,50,0
698,13,4,0.4,0.1,2.4,2,8.8,13.6,50.1,0
699,13.9,4,0.5,0.1,2.4,2,8.8,13.6,50,0
700,14.5,4.4,0.5,0.1,2.4,2,8.8,13.6,50,0
701,14.3,4.8,0.7,0.1,2.4,2.4,8.8,13.6,50,0
702,14.3,5,0.6,0.1,2.4,2.4,8.8,13.7,50,0
703,13.9,5.1,0.6,0.1,2,2.4,8.8,13.6,50,0
704,14.5,5.4,0.8,0.4,1.6,2.4,8.8,13.8,50.2,0.1
705,14.1,5.3,0.8,0.4,1.6,2.4,8.8,13.7,50.1,0.1
706,14.5,5.3,0.8,0.4,1.6,2.4,8.8,13.7,50,0.1
707,14.5,5.3,0.8,0.4,1.6,2.4,8.8,13.7,50,0
708,14.1,5.8,0.6,0.4,2,2.4,8.8,13.7,50,0
709,14.3,5.5,0.6,0.4,2,2.4,8.8,13.6,50,0
710,15.2,5.3,0.7,0.4,2,2.4,8.8,13.7,50,0
711,15.9,5.5,0.7,0.4,2,2.4,8.8,13.6,50,0
712,15.9,5.8,0.7,0.4,1.6,2,8.8,13.7,50.1,0
713,15.3,6,0.7,0.4,1.6,1.6,8.8,13.7,50,0
714,15.3,5.8,0.6,0.4,1.6,1.2,8.8,13.7,50,0
715,15.7,5.8,0.6,0.4,1.6,1.2,8.8,13.6,50,0
716,15.6,5.9,0.5,0.3,1.2,1.2,8.8,13.7,50.1,0
717,16.1,5.7,0.6,0.3,0.8,1.2,8.8,13.6,50,0
718,16.1,6,0.6,0.3,0.8,1.2,8.8,13.7,50.1,0
719,16.1,6,0.6,0.3,0.8,1.6,8.8,13.6,50.1,0
720,16.1,6.5,0.5,0.3,0.8,2,8.8,13.6,50.1,0
721,16.1,6.5,0.5,0.3,0.8,1.6,8.8,13.7,50.1,0
722,16.1,6.7,0.6,0.4,0.8,1.6,8.8,13.7,50.1,0
723,15.9,7,0.7,0.4,0.8,1.2,8.8,13.6,50,0
724,15.9,7,0.5,0.4,0.8,0.8,8.8,13.6,50,0
725,16.7,7.3,0.6,0.4,0.8,0.4,8.8,13.6,50,0
726,17.2,7.8,0.6,0.4,0.8,0.4,8.8,13.6,50,0
727,17.3,7.8,0.7,0.4,0.8,0.4,8.8,13.6,50,0
728,18,8.2,0.5,0.4,0.8,0.4,8.8,13.6,50,0
729,18,8.4,0.5,0.4,0.8,0.4,8.8,13.6,50,0
730,18.4,9.1,0.6,0.4,0.8,0.4,8.8,13.6,50,0
731,18.5,9,0.6,0.4,0.8,0.4,8.8,13.6,49.9,0
732,19.2,9.6,0.5,0.4,0.8,0.4,8.8,13.6,50,0
733,19.2,9.9,0.4,0.4,0.8,0.4,8.8,13.6,50,0
734,19.3,10.1,0.4,0.4,0.8,0.4,8.8,13.6,50,0
735,18.9,10.1,0.6,0.4,0.8,0.4,8.8,13.6,50,0
736,18.8,10.1,0.5,0.4,0.8,0.4,8.8,13.6,50,0
737,19.2,10.1,0.6,0.5,0.8,0.4,8.8,13.6,49.9,0
738,19.4,10.4,0.5,0.5,0.8,0.4,8.8,13.6,50,0
739,19.6,10.9,0.5,0.6,0.8,0,8.8,13.6,50,0
740,19.1,10.4,0.5,0.5,0.8,0,8.8,13.6,50,0
741,18.9,10.6,0.5,0.5,0.8,0,8.8,13.6,50,0
742,19,11,0.5,0.5,0.8,0,8.8,13.6,50,0
743,19.7,11.3,0.5,0.5,0.8,0,8.8,13.6,50.1,0
744,20.2,11.9,0.5,0.5,0.8,0,8.8,13.6,50.1,0
745,20.7,12.7,0.5,0.5,0.8,0,8.8,13.6,50,0
746,20.9,13.6,0.5,0.5,0.8,0,8.8,13.6,50.1,0
747,20.5,13.5,0.5,0.5,1.2,0,8.8,13.7,50.1,0
748,20.9,13.8,0.5,0.5,1.2,0,8.8,13.7,50.1,0
749,21.6,14.4,0.4,0.6,1.2,0,8.8,13.7,50.1,0
750,22.1,15.3,0.4,0.6,1.2,0,8.8,13.7,50.1,0
751,22.5,16.1,0.4,0.6,0.8,0,8.8,13.7,50.1,0
752,22.6,16.9,0.4,0.7,0.8,0,8.8,13.7,50.2,0
753,22.6,17.3,0.4,0.7,0.8,0,8.8,13.7,50.2,0
754,21.5,17.1,0.4,0.7,0.8,0,9.2,13.7,50.1,0
755,21.3,17.3,0.4,0.7,0.8,0,9.2,13.7,50.2,0
756,21.6,17.2,0.4,0.7,0.8,0,9.2,13.7,50.2,0
757,22.6,17.9,0.4,0.7,0.8,0,9.2,13.7,50.2,0
758,22.6,18.3,0.4,0.7,0.8,0,9.2,13.7,50.1,0
759,22.3,18.4,0.4,0.7,0.8,0,9.2,13.7,50.1,0
760,22.7,18.2,0.4,0.7,0.8,0,9.2,13.7,50.1,0
761,23.5,18.6,0.4,0.7,0.8,0,9.2,13.7,50.2,0
762,24.8,20.5,0.4,0.7,0.8,0,9.2,13.7,50.2,0
763,24.8,21.1,0.3,0.8,0.8,0,9.2,13.7,50.1,0
764,24.3,21.2,0.3,0.8,0.8,0,9.2,13.7,50.1,0
765,23.7,20.9,0.3,0.8,0.8,0,9.2,13.7,50.1,0
766,24.1,20.8,0.3,0.8,0.8,0,9.2,13.7,50.2,0
767,24.5,20.8,0.3,0.9,0.8,0,8.8,13.7,50.1,0
768,25.4,21.3,0.3,0.9,1.2,0.4,8.8,13.9,50.3,0.2
769,25.7,21.7,0.3,0.8,1.2,0,8.8,13.8,50.2,0.2
770,24.8,21.7,0.3,0.8,1.2,0,8.8,13.8,50.2,0.2
771,24.7,22.3,0.2,0.8,1.2,0,8.8,13.8,50.2,0.2
772,24.8,22.8,0.2,0.8,0.8,0,8.8,13.8,50.2,0.2
773,24.9,22.1,0.2,0.9,0.8,0,8.8,13.8,50.1,0.2
774,25.4,22.1,0.2,1.1,0.8,0,8.8,13.8,50.1,0.2
775,26.3,23.8,0.2,1.2,0.8,0,8.8,13.8,50.1,0
776,26.9,24.4,0.2,1.3,0.8,0,8.8,13.8,50.1,0
777,27.9,26.1,0.2,1.9,0.8,0,8.8,13.8,50,0
778,29.5,27.3,0.2,2.4,0.8,0,8.8,13.8,50.1,0
779,30,28.2,0.2,3.2,0.8,0,9.2,13.8,50.1,0
780,30.7,29.1,0.2,3.2,0.8,0,9.2,13.8,50.1,0
781,30.9,30.3,0.2,2.8,0.8,0,9.6,13.8,50,0
782,31.3,32.1,0.2,2.8,0.8,0,9.6,13.8,50.1,0
783,32.3,33.8,0.2,3.2,0.8,0,10,13.8,50.1,0
784,33,33.5,0.2,3.6,0.8,0,10,13.8,50,0
785,32.7,33.5,0.2,3.6,0.8,0,10,13.8,50,0
786,32,35,0.2,3.4,0.8,0,10,13.7,50,0
787,31.7,35.2,0.2,3.5,0.8,0,10,13.7,50,0
788,31.4,34.3,0.2,3.7,0.8,0,10,13.8,50,0
789,31.5,35.1,0.2,3.9,0.8,0,10,13.8,50,0
790,31.5,36,0.2,3.9,0.8,0,10,13.8,50,0
791,32,36,0.3,3.9,0.8,0,10,13.8,49.9,0
792,31.8,37.2,0.3,3.9,0.8,0,10,13.8,50.1,0
793,32.4,36.8,0.4,3.9,0.8,0,10,13.8,50.1,0
794,31.3,36.4,0.4,3.6,0.8,0,10,13.9,50,0
795,29.6,34.8,0.4,3.2,0.8,0,10,13.9,50,0
796,28.8,34.9,0.5,2.8,1.2,0,9.6,13.9,50,0
797,29.5,35.6,0.5,2.5,1.2,0,9.6,13.9,50,0
798,31.7,36.5,0.5,2.4,1.2,0,9.6,13.9,50,0
799,31.8,38.9,0.6,2.4,1.2,0,9.6,13.9,50.1,0
800,33.3,41.1,0.8,2.5,1.2,0,9.6,13.9,50,0
801,33.2,41.9,0.8,2.9,1.2,0,9.6,13.8,50,0
802,34.1,43.4,0.8,3.4,1.2,0,9.6,13.9,50,0
803,35.1,45.1,0.8,4.3,1.2,0,9.6,13.9,50,0
804,36,46,0.8,5.4,1.2,0,9.6,13.9,50.1,0
805,36,45.7,0.8,6.4,1.2,0,9.6,13.8,50.1,0
806,35.9,45.4,0.8,7.5,1.2,0,9.6,13.9,50.2,0
807,35.1,47,0.8,8.7,1.2,0,9.6,13.9,50.2,0
808,35.7,47.8,0.8,10.1,1.2,0.4,9.6,13.9,50.2,0
809,37,49,0.8,11.7,1.2,0.4,9.6,13.9,50.2,0
810,36.8,48.2,0.8,13.3,1.2,0.4,9.6,14,50.2,0
811,36,46.6,0.8,15.3,1.2,0.4,9.6,14,50.2,0
812,35.2,46.8,0.9,17,1.2,0.4,10,14,50.2,0
813,34.8,48,0.9,18.7,1.2,0.4,10,14,50.2,0
814,36,48.8,1,20.8,1.2,0.4,10,14.1,50.2,0
815,35.7,49.5,1,22.6,1.2,0.4,9.6,14.1,50.2,0
816,34.6,48.4,1.1,23.5,1.2,0.4,9.6,14.1,50.3,0
817,33.8,48,1.2,23.5,1.2,0.4,9.6,14.1,50.2,0
